regio3,street,livingSpace,baseRent,totalRent,noRooms,floor,typeOfFlat,yearConstructed
Tiergarten,Heidestra&szlig;e,94.58,1740.27,2018.47,3.0,0.0,ground_floor,2019.0
Lichtenrade_Tempelhof,Mariendorfer Damm,67.2,699.0,949.0,2.0,2.0,other,1967.0
Lichtenrade_Tempelhof,Skarbinastr.,41.0,287.26,447.26,1.0,6.0,apartment,1977.0
Charlottenburg,Meiningenallee,107.13,1420.0,1690.0,3.0,2.0,apartment,1939.0
Charlottenburg,Marburger Str.,171.0,3400.0,4000.0,4.0,6.0,penthouse,2004.0
Friedrichshain,Stralauer Allee,219.97,4995.0,,4.0,6.0,penthouse,2019.0
Neukölln,Maybachufer,179.0,3150.0,3815.0,5.0,1.0,apartment,2018.0
Niederschönhausen_Pankow,no_information,81.1,798.0,,2.0,1.0,apartment,
Biesdorf_Marzahn,Fortunaallee,110.9,1364.0,1686.0,3.0,3.0,apartment,2019.0
Charlottenburg,Richard-Wagner-Stra&szlig;e,70.43,1070.0,1270.0,2.0,1.0,apartment,1950.0
Biesdorf_Marzahn,Joachim-Ringelnatz-Stra&szlig;e,57.91,578.52,723.3,2.0,1.0,apartment,2018.0
Hellersdorf,Sch&ouml;nburger Str.,35.23,376.86,482.65,1.0,5.0,apartment,1988.0
Charlottenburg,Rognitzstr.,54.04,750.0,980.0,2.0,3.0,apartment,1972.0
Friedrichsfelde_Lichtenberg,Gensinger Str.,55.13,470.81,596.81,2.0,1.0,apartment,1982.0
Tiergarten,Heidestra&szlig;e,85.12,1519.39,1774.75,3.0,1.0,apartment,2019.0
Neukölln,Weichselstra&szlig;e,33.75,950.0,1000.0,2.0,,ground_floor,1900.0
Hermsdorf_Reinickendorf,Drewitzer Stra&szlig;e,93.63,997.16,1238.16,3.0,0.0,ground_floor,1990.0
Heiligensee_Reinickendorf,Ruppiner Chaussee,117.0,1638.0,,3.0,0.0,terraced_flat,1924.0
Wittenau_Reinickendorf,no_information,84.43,900.0,1037.0,2.5,5.0,roof_storey,1900.0
Mitte,Franz&ouml;sische Stra&szlig;e,125.0,2812.5,3500.0,3.0,2.0,apartment,2016.0
Friedrichshain,Proskauer Str.,260.0,2860.0,3360.0,5.0,5.0,loft,1903.0
Prenzlauer_Berg_Prenzlauer_Berg,Greifswalder Str.,97.97,1420.57,1714.48,3.0,2.0,apartment,1870.0
Tegel_Reinickendorf,Tile-Br&uuml;gge-Weg,85.0,845.0,1095.0,3.0,2.0,apartment,1914.0
Steglitz,Deitmerstra&szlig;e,118.66,960.0,1214.0,4.0,1.0,apartment,1912.0
Neu_Hohenschönhausen_Hohenschönhausen,Wartenberger Stra&szlig;e,60.74,760.0,935.0,2.0,2.0,apartment,2019.0
Britz_Neukölln,Andreasberger Str.,58.33,414.14,686.3,2.0,4.0,roof_storey,1926.0
Pankow,Prenzlauer Promenade,130.0,1430.0,1790.0,3.0,5.0,apartment,1900.0
Schmargendorf_Wilmersdorf,Orber Str.,79.06,790.6,1033.35,2.0,0.0,ground_floor,1992.0
Lichtenrade_Tempelhof,no_information,57.83,665.0,780.0,2.0,2.0,apartment,1900.0
Mitte,Zinnowitzer Str,56.0,1120.0,1290.0,2.0,1.0,apartment,2018.0
Charlottenburg,no_information,43.0,700.0,800.0,1.0,2.0,,1957.0
Rosenthal_Pankow,Kastanienallee,67.06,670.6,877.6,2.0,3.0,apartment,1994.0
Wilmersdorf,no_information,71.47,1144.0,1357.0,2.0,3.0,apartment,1986.0
Köpenick,Salvador-Allende-Str.,47.0,449.0,549.0,1.0,2.0,apartment,1997.0
Lichtenrade_Tempelhof,Bahnhofstra&szlig;e,67.82,616.21,842.08,2.0,3.0,apartment,1979.0
Charlottenburg,Reichsstra&szlig;e,98.0,1175.0,1430.0,3.0,3.0,apartment,1969.0
Friedrichsfelde_Lichtenberg,Zachertstra&szlig;e,45.01,540.5,719.5,1.5,0.0,apartment,1930.0
Dahlem_Zehlendorf,no_information,68.48,1044.15,1215.38,2.0,0.0,ground_floor,2019.0
Mitte,Leipziger Stra&szlig;e,95.31,1950.0,2320.0,2.0,6.0,apartment,2005.0
Karow_Weißensee,R&ouml;l&auml;nder Str.,91.8,690.0,936.0,4.0,,ground_floor,1996.0
Charlottenburg,Fasanenstr.,97.0,1260.0,1520.0,3.0,3.0,apartment,1986.0
Neukölln,Bendastr.,60.0,699.0,799.0,2.0,1.0,apartment,1991.0
Spandau,Lynarstra&szlig;e,60.0,540.0,660.0,2.0,4.0,apartment,1900.0
Lichterfelde_Steglitz,R&eacute;aumurstr.,33.63,370.93,478.21,1.0,3.0,apartment,1971.0
Französisch_Buchholz_Pankow,Nantesstra&szlig;e,83.59,1039.0,1295.0,3.0,3.0,apartment,1998.0
Mitte,Eichendorffstra&szlig;e,52.0,1098.0,1223.0,2.0,3.0,apartment,1970.0
Pankow,Thulestr.,59.0,885.0,1020.0,2.0,5.0,apartment,
Hellersdorf,Ludwigsfelder Str.,69.4,576.33,781.09,3.0,10.0,apartment,1989.0
Prenzlauer_Berg_Prenzlauer_Berg,Kopenhagener Str.,53.34,1012.7,1122.7,2.0,4.0,apartment,1904.0
Prenzlauer_Berg_Prenzlauer_Berg,Danziger Stra&szlig;e,135.88,2099.0,2599.0,3.0,2.0,apartment,2016.0
Biesdorf_Marzahn,Blumberger Damm,36.03,349.07,478.67,1.0,1.0,apartment,1982.0
Hellersdorf,Kastanienallee,54.5,569.0,702.0,3.0,3.0,apartment,1985.0
Friedrichshain,Rigaer Stra&szlig;e,90.93,1500.35,1768.1,3.0,,apartment,2019.0
Schöneberg,Becker Str.,102.0,1434.0,1598.0,3.0,4.0,apartment,1900.0
Wilmersdorf,Kurf&uuml;rstendamm,77.54,1940.0,2180.0,2.0,2.0,apartment,1959.0
Marienfelde_Tempelhof,Marienfelder Allee,63.0,635.0,865.0,2.0,5.0,apartment,2004.0
Friedrichshain,Stralauer Allee,136.39,2600.0,2950.0,4.0,3.0,apartment,2019.0
Niederschöneweide_Treptow,Fennstr.,45.63,467.0,592.0,1.0,2.0,apartment,1905.0
Neukölln,Weisestra&szlig;e,53.23,1050.0,1190.0,2.0,3.0,apartment,1910.0
Tiergarten,Flemingstr.,145.0,1370.25,1720.0,4.0,3.0,apartment,1978.0
Kreuzberg,Lobeckstra&szlig;e,35.0,810.0,900.0,1.0,3.0,apartment,1956.0
Biesdorf_Marzahn,Dudweilerstra&szlig;e,58.82,470.56,624.77,2.0,4.0,roof_storey,1995.0
Prenzlauer_Berg_Prenzlauer_Berg,Danziger Stra&szlig;e,72.18,1389.0,1635.54,2.0,4.0,apartment,2016.0
Prenzlauer_Berg_Prenzlauer_Berg,Stargarder Stra&szlig;e,115.81,1852.96,2154.75,3.0,5.0,roof_storey,1900.0
Schöneberg,Menzelstr.,99.0,990.0,1205.0,2.0,4.0,roof_storey,1892.0
Mitte,Max-Beer-Stra&szlig;e,39.92,872.0,1000.0,1.0,4.0,apartment,1900.0
Neukölln,Hermannstra&szlig;e,54.64,648.0,823.0,2.0,4.0,apartment,1905.0
Reinickendorf,no_information,78.67,1000.0,1238.88,3.0,0.0,ground_floor,2016.0
Prenzlauer_Berg_Prenzlauer_Berg,Prenzlauer Allee,63.0,543.56,653.56,2.0,2.0,apartment,1900.0
Charlottenburg,Kaiser-Freidrich-Stra&szlig;e,54.64,483.02,,2.0,,,1903.0
Wilmersdorf,Barstra&szlig;e,68.75,550.0,796.0,2.0,2.0,apartment,1997.0
Tiergarten,Heidestra&szlig;e,89.2,1614.52,1882.12,3.0,2.0,ground_floor,2019.0
Charlottenburg,Spandauer Damm,101.54,1500.0,1650.0,2.0,3.0,apartment,1966.0
Wilmersdorf,Am Volkspark,50.0,850.0,900.0,2.0,,,
Charlottenburg,no_information,99.7,1490.0,1730.0,3.0,5.0,roof_storey,1917.0
Adlershof_Treptow,Friedenstrasse,134.0,1636.0,,6.0,1.0,apartment,1900.0
Altglienicke_Treptow,Keltensteig,108.0,1250.0,1500.0,3.0,1.0,,2000.0
Tempelhof,Friedrich-Wilhelm-Stra&szlig;e,49.84,697.76,785.76,2.0,1.0,apartment,1908.0
Mitte,Sch&uuml;tzenstra&szlig;e,66.76,909.15,1093.15,2.0,,apartment,2016.0
Frohnau_Reinickendorf,Bulgenbachweg,61.51,700.0,900.0,3.0,1.0,ground_floor,
Tiergarten,Heidestra&szlig;e,83.43,1639.4,1889.69,3.0,5.0,apartment,2019.0
Friedrichshain,Warschauer Stra&szlig;e,54.57,873.12,1047.75,2.0,1.0,roof_storey,1900.0
Spandau,no_information,162.37,1155.58,1453.36,5.0,4.0,maisonette,1989.0
Lichtenberg,Skandinavische Stra&szlig;e,57.0,800.0,942.0,2.0,5.0,roof_storey,
Prenzlauer_Berg_Prenzlauer_Berg,Choriner Strasse,99.75,2044.0,2293.37,3.0,3.0,apartment,1920.0
Mitte,Invalidenstrasse,71.09,2274.98,2488.26,2.0,2.0,,2018.0
Schöneberg,Bautzener Stra&szlig;e,139.72,2095.8,2584.82,4.0,6.0,apartment,
Zehlendorf,Teltower Damm,65.31,629.7,846.65,2.5,1.0,apartment,1964.0
Zehlendorf,Argentinische Allee,122.03,1403.35,1906.72,4.0,6.0,penthouse,1969.0
Heinersdorf_Weißensee,Tino-Schwierzina-Str.,20.3,449.0,579.0,1.0,1.0,apartment,2017.0
Köpenick,Wendenschlo&szlig;str,62.0,710.0,990.0,2.0,2.0,apartment,1997.0
Kaulsdorf_Hellersdorf,Heinrich-Gr&uuml;ber-Stra&szlig;e,39.27,440.61,538.61,1.0,,ground_floor,1989.0
Köpenick,no_information,94.74,815.0,,3.0,0.0,ground_floor,1904.0
Kreuzberg,no_information,97.42,1379.0,1671.0,3.0,0.0,ground_floor,2014.0
Charlottenburg,Friedbergstra&szlig;e,147.82,2217.3,2577.3,5.0,2.0,apartment,1902.0
Wedding,Triftstra&szlig;e,66.0,1230.0,1460.0,2.0,3.0,apartment,1930.0
Charlottenburg,Schillerstra&szlig;e,126.15,1900.0,2280.0,3.0,7.0,roof_storey,1992.0
Niederschöneweide_Treptow,Schnellerstra&szlig;e,29.12,480.48,567.84,1.0,3.0,apartment,
Waidmannslust_Reinickendorf,Schluchseestra&szlig;e,81.0,559.0,829.0,3.0,3.0,apartment,1968.0
Grünau_Köpenick,Teichmummelring,121.05,1452.6,1789.94,4.0,3.0,apartment,2017.0
Kreuzberg,Hagelbergerstr.,60.02,764.32,942.32,2.5,5.0,apartment,1958.0
Weißensee,Berliner Allee,70.48,811.0,955.0,2.0,1.0,apartment,1910.0
Prenzlauer_Berg_Prenzlauer_Berg,Danziger Stra&szlig;e,122.02,2200.0,2550.0,4.0,1.0,apartment,1900.0
Köpenick,Gr&uuml;ne Trift,65.0,623.0,796.0,3.0,,roof_storey,2000.0
Charlottenburg,no_information,46.0,1000.0,1180.0,2.0,3.0,,2018.0
Reinickendorf,Roedernallee,27.59,310.39,414.39,1.0,2.0,apartment,1973.0
Hellersdorf,Martin-Riesenburger-Stra&szlig;e,51.65,569.0,712.0,2.0,3.0,apartment,
Reinickendorf,Kienhorststr.,98.0,950.0,1458.0,2.5,,apartment,2018.0
Schöneberg,Wexstra&szlig;e,23.97,535.0,655.0,1.0,2.0,apartment,
Niederschöneweide_Treptow,Schnellerstra&szlig;e,26.87,429.92,510.53,1.0,2.0,apartment,
Friedrichshain,no_information,54.0,900.0,1250.0,2.0,3.0,apartment,1957.0
Siemensstadt_Spandau,Rohrdamm,40.84,356.25,531.79,1.5,6.0,apartment,1977.0
Wedding,Koloniestra&szlig;e,66.0,739.0,899.0,2.0,4.0,apartment,1900.0
Alt_Hohenschönhausen_Hohenschönhausen,Arendsweg,75.67,746.11,941.11,2.0,2.0,apartment,1998.0
Mitte,Boyenstra&szlig;e,75.91,1336.02,1563.75,2.0,5.0,apartment,2017.0
Tiergarten,Hilda-Geiringer-Weg H,87.0,1850.0,2115.0,2.0,6.0,apartment,2019.0
Neu_Hohenschönhausen_Hohenschönhausen,Falkenberger Chaussee,37.03,459.0,544.0,1.0,4.0,apartment,1984.0
Wilmersdorf,W&uuml;rttembergische Str.,77.15,1600.0,1960.0,2.0,6.0,terraced_flat,2012.0
Mitte,Markgrafenstra&szlig;e,209.0,3850.0,4475.0,4.0,6.0,apartment,2006.0
Mitte,Boyenstra&szlig;e,135.0,2201.6,2601.89,5.0,,,2018.0
Alt_Hohenschönhausen_Hohenschönhausen,Konrad-Wolf-Stra&szlig;e,58.0,754.0,899.0,2.0,2.0,apartment,1900.0
Karlshorst_Lichtenberg,Rolandseck,54.55,545.5,637.69,1.0,2.0,apartment,1995.0
Prenzlauer_Berg_Prenzlauer_Berg,B&auml;rbel-Bohley-Ring,21.0,582.0,682.0,1.0,5.0,,2017.0
Lichtenrade_Tempelhof,Hoeschweg,60.0,540.0,720.0,3.0,2.0,roof_storey,1968.0
Kreuzberg,Alexandrinenstr.,59.35,727.04,923.55,2.0,0.0,ground_floor,1960.0
Wedding,no_information,72.95,1000.0,1197.0,2.0,2.0,apartment,1925.0
Neu_Hohenschönhausen_Hohenschönhausen,Randowstra&szlig;e,70.74,649.0,810.0,3.0,10.0,apartment,1984.0
Tegel_Reinickendorf,Veitstr.,99.0,999.0,1239.0,3.0,5.0,roof_storey,1915.0
Tiergarten,no_information,100.0,1400.0,1800.0,3.0,4.0,apartment,
Wedding,no_information,48.0,890.0,1134.0,2.0,5.0,apartment,1992.0
Mitte,Oberwallstra&szlig;e,565.0,15800.0,19600.0,12.0,,,2017.0
Neukölln,Nansenstr,101.5,1925.0,2280.25,2.0,5.0,apartment,2019.0
Wedding,no_information,47.06,650.0,720.0,1.0,2.0,apartment,
Köpenick,Gr&uuml;nstra&szlig;e,45.9,780.3,900.0,2.0,4.0,roof_storey,2019.0
Friedrichsfelde_Lichtenberg,Gensinger Str.,81.34,635.0,855.0,3.0,1.0,apartment,1997.0
Niederschöneweide_Treptow,Schnellerstra&szlig;e,29.12,509.6,596.96,1.0,5.0,apartment,
Mitte,Wadzeckstra&szlig;e,32.93,658.0,768.0,1.0,9.0,,
Mitte,no_information,76.0,1292.0,1520.0,2.0,,,2018.0
Wilmersdorf,Schaperstr.,202.0,3838.0,4288.0,7.0,0.0,maisonette,
Mariendorf_Tempelhof,Mariendorfer Damm,58.0,640.0,720.0,2.0,1.0,,1900.0
Charlottenburg,no_information,104.0,2000.0,2250.0,3.0,2.0,apartment,1928.0
Spandau,no_information,80.0,1100.0,1340.0,2.5,1.0,apartment,1910.0
Charlottenburg,K&ouml;nigin-Elisabeth-Stra&szlig;e,80.0,1700.0,,3.0,2.0,apartment,1910.0
Neukölln,Delbr&uuml;ckstra&szlig;e,65.2,1043.2,1297.2,2.0,1.0,apartment,2018.0
Wilmersdorf,no_information,95.0,1900.0,1900.0,2.0,1.0,ground_floor,
Kreuzberg,Wrangelstra&szlig;e,64.0,850.0,980.0,2.0,1.0,,
Lankwitz_Steglitz,no_information,54.46,537.5,737.5,1.5,,ground_floor,1996.0
Neukölln,Delbr&uuml;ckstra&szlig;e,95.0,1425.75,1796.75,3.0,4.0,apartment,2018.0
Tiergarten,Heidestra&szlig;e,81.95,1593.93,1839.78,3.0,1.0,apartment,2019.0
Schöneberg,Kurf&uuml;rstenstra&szlig;e,113.41,2098.0,2498.0,4.0,3.0,apartment,2018.0
Prenzlauer_Berg_Prenzlauer_Berg,Pappelallee,125.56,1495.0,1855.0,3.0,4.0,apartment,
Tiergarten,Lehrter Str,53.0,1100.0,1240.0,2.0,4.0,apartment,2019.0
Prenzlauer_Berg_Prenzlauer_Berg,Danziger Stra&szlig;e,48.04,949.0,1093.12,2.0,0.0,apartment,2016.0
Neukölln,no_information,41.06,317.55,447.55,1.0,0.0,other,
Lichtenberg,Im Lindenhof,102.0,1431.0,1789.0,3.0,2.0,roof_storey,1895.0
Friedrichshain,Thaerstra&szlig;e,65.64,1037.11,1240.59,2.0,4.0,apartment,
Lichterfelde_Steglitz,no_information,86.0,990.0,1440.0,3.0,1.0,roof_storey,1993.0
Hellersdorf,Kastanienallee,69.93,599.0,771.0,3.0,3.0,apartment,1985.0
Prenzlauer_Berg_Prenzlauer_Berg,Greifswalder Str.,101.18,1416.52,1720.06,3.0,1.0,apartment,1870.0
Spandau,no_information,40.0,590.0,,1.0,,apartment,
Mitte,no_information,125.0,1870.0,2320.0,2.0,9.0,apartment,2003.0
Reinickendorf,no_information,70.0,1190.0,1300.0,2.5,0.0,raised_ground_floor,1962.0
Weißensee,no_information,102.81,2050.0,,3.0,5.0,penthouse,2018.0
Friedrichshain,Simplonstra&szlig;e,59.02,944.32,1133.18,2.0,2.0,apartment,1900.0
Französisch_Buchholz_Pankow,Nantesstra&szlig;e,79.77,980.0,1225.0,3.0,,ground_floor,2019.0
Karlshorst_Lichtenberg,Grimnitzstr.,50.0,650.0,710.0,2.0,3.0,apartment,2004.0
Friedrichshain,Simplonstrasse,79.28,1268.48,1522.18,2.0,,apartment,
Lichtenberg,L&uuml;ckstra&szlig;e,15.0,575.0,645.0,1.0,3.0,apartment,
Biesdorf_Marzahn,Joachim-Ringelnatz-Stra&szlig;e,74.84,747.65,934.75,3.0,3.0,apartment,2018.0
Wilmersdorf,Karlsruher Str.,47.0,1222.0,1410.0,2.0,4.0,apartment,1966.0
Mitte,R&uuml;ckerstra&szlig;e,75.0,2200.0,2200.0,3.0,,,
Prenzlauer_Berg_Prenzlauer_Berg,no_information,50.0,900.0,1300.0,2.0,3.0,apartment,
Friedrichshain,Richard-Sorge-Stra&szlig;e,95.0,1000.0,1250.0,3.0,5.0,apartment,
Tiergarten,Heidestra&szlig;e,54.88,1001.47,1166.1,2.0,1.0,apartment,2019.0
Neu_Hohenschönhausen_Hohenschönhausen,Ahrenshooper Stra&szlig;e,45.62,422.0,542.0,2.0,,apartment,1986.0
Charlottenburg,Kantstrasse,52.0,1135.0,1385.0,2.0,4.0,apartment,
Schöneberg,Kurf&uuml;rstenstra&szlig;e,72.0,1195.0,1430.0,2.0,1.0,apartment,2018.0
Nikolassee_Zehlendorf,Breisgauer Str.,193.75,2162.98,2682.98,4.0,3.0,apartment,1900.0
Kreuzberg,Wrangelstr.,93.27,1166.0,1399.0,3.0,1.0,apartment,1918.0
Dahlem_Zehlendorf,Saargem&uuml;nder Stra&szlig;e,76.0,988.0,1216.0,2.0,0.0,terraced_flat,1936.0
Lichterfelde_Steglitz,Scheelestr.,47.66,459.92,615.1,1.5,4.0,apartment,1984.0
Schöneberg,Leberstra&szlig;e,37.8,536.0,619.0,1.0,0.0,ground_floor,1920.0
Mitte,Gro&szlig;e-Pr&auml;sidentenstra&szlig;e,174.49,4400.0,4900.0,4.0,6.0,penthouse,2007.0
Lichterfelde_Steglitz,Hindenburgdamm,36.0,780.0,980.0,1.0,0.0,ground_floor,1964.0
Tiergarten,Bellevuestr.,159.0,3021.0,4097.2,3.0,10.0,apartment,1995.0
Neukölln,Harzer Str.,68.4,1231.0,1405.0,3.0,6.0,apartment,2018.0
Kreuzberg,Manteuffelstr.,40.26,362.67,527.86,1.0,1.0,apartment,1976.0
Alt_Hohenschönhausen_Hohenschönhausen,Strasse 150,18.0,590.0,590.0,1.0,,,
Friedenau_Schöneberg,Bornstr.,80.0,1120.0,1320.0,3.0,1.0,apartment,
Mitte,Vo&szlig;str.,124.95,2248.56,2935.62,3.0,4.0,apartment,2015.0
Tiergarten,Hilda-Geiringer-Weg H,65.0,1100.0,1297.0,2.0,1.0,apartment,2019.0
Wedding,Gerichtstrasse,19.5,465.0,531.0,1.0,5.0,,
Französisch_Buchholz_Pankow,Nantesstra&szlig;e,96.59,900.0,1150.0,3.0,,apartment,1998.0
Tiergarten,no_information,58.0,920.0,1083.0,2.0,1.0,apartment,1887.0
Frohnau_Reinickendorf,Ludolfingerplatz,59.69,850.0,990.0,2.0,3.0,,
Lichtenberg,Bleckmannweg,52.11,850.0,850.0,2.0,0.0,apartment,2019.0
Französisch_Buchholz_Pankow,Nantesstra&szlig;e,80.08,980.0,1225.0,3.0,,ground_floor,2019.0
Friedrichsfelde_Lichtenberg,Alt-Friedrichsfelde,61.5,356.86,518.62,3.0,16.0,apartment,1980.0
Niederschönhausen_Pankow,Buchholzer Stra&szlig;e,63.63,670.0,840.0,2.0,1.0,apartment,1995.0
Neukölln,Schudomastr.,107.39,1059.0,1294.0,3.0,3.0,apartment,1913.0
Prenzlauer_Berg_Prenzlauer_Berg,Eugen-Sch&ouml;nhaar-Stra&szlig;e,71.81,850.0,,2.0,1.0,apartment,1911.0
Wedding,Malplaquetstra&szlig;e,136.67,1780.0,2155.0,4.0,4.0,apartment,1904.0
Tiergarten,Budapester Stra&szlig;e,55.0,950.0,1100.0,1.0,7.0,roof_storey,1977.0
Altglienicke_Treptow,Betulaweg,74.74,746.73,,3.0,0.0,ground_floor,2019.0
Französisch_Buchholz_Pankow,Blankenfelder Str.,76.0,1100.0,1280.0,3.0,1.0,apartment,1995.0
Charlottenburg,Tauroggener Stra&szlig;e,93.61,1490.0,1775.0,3.0,,apartment,2019.0
Charlottenburg,Mollwitzstra&szlig;e,107.47,1612.05,1988.2,2.0,5.0,apartment,
Schmargendorf_Wilmersdorf,Hohenzollerndamm,75.0,950.0,1110.0,3.0,3.0,,1928.0
Reinickendorf,Rue du Commandant Jean Tulasne,81.99,819.9,1040.31,2.0,3.0,apartment,2019.0
Mahlsdorf_Hellersdorf,Briesener Weg,81.5,1030.0,1230.0,3.0,1.0,apartment,2009.0
Schmargendorf_Wilmersdorf,Hohenzollerndamm,40.8,612.0,779.0,2.0,5.0,apartment,1972.0
Adlershof_Treptow,no_information,65.0,600.0,700.0,2.0,,ground_floor,
Spandau,Hainleiteweg,66.1,494.53,749.74,2.0,9.0,apartment,1966.0
Mitte,Vo&szlig;str.,139.44,2509.92,3144.4,3.0,3.0,terraced_flat,2015.0
Buckow_Neukölln,Parksiedlung Spruch,67.62,608.58,914.04,2.0,2.0,apartment,1996.0
Neukölln,Fuldastra&szlig;e,31.9,512.0,590.0,1.0,2.0,,1910.0
Wedding,Gerichtstrasse,23.95,570.0,663.0,1.0,1.0,,
Grunewald_Wilmersdorf,no_information,65.0,1200.0,1450.0,2.0,3.0,apartment,1930.0
Mitte,Neue Gr&uuml;nstra&szlig;e,98.15,1669.0,1934.0,3.0,3.0,apartment,2018.0
Tiergarten,Genthiner Str.,46.0,1005.0,1205.0,2.0,5.0,apartment,
Altglienicke_Treptow,Rubusweg,67.4,673.39,,2.0,0.0,ground_floor,2019.0
Heinersdorf_Weißensee,Romain-Rolland-Stra&szlig;e,26.13,575.0,628.0,1.0,1.0,roof_storey,2019.0
Kreuzberg,Sch&ouml;neberger Ufer,178.08,4274.0,4884.0,4.0,5.0,terraced_flat,2019.0
Weißensee,Streustra&szlig;e,135.58,1720.0,2005.0,4.0,3.0,apartment,2017.0
Neukölln,Ringbahnstr.,56.72,737.0,,2.0,2.0,apartment,1900.0
Prenzlauer_Berg_Prenzlauer_Berg,Pasteurstr.,148.27,1960.0,2400.0,4.0,4.0,maisonette,2017.0
Rosenthal_Pankow,Angerweg,85.12,795.7,995.7,3.0,,raised_ground_floor,1900.0
Charlottenburg,Herderstr.,98.72,1420.0,1640.0,2.0,1.0,apartment,2020.0
Prenzlauer_Berg_Prenzlauer_Berg,Sch&ouml;nhauser Allee,64.14,1090.0,1240.0,2.0,4.0,apartment,1900.0
Kreuzberg,Stallschreiber Str.,83.32,1649.0,1879.0,3.0,4.0,apartment,2019.0
Mitte,Unter den Linden,156.92,2824.0,3530.0,2.5,6.0,maisonette,2001.0
Hellersdorf,Stendaler Str.,55.98,559.0,690.0,2.0,5.0,roof_storey,1985.0
Kreuzberg,Planufer,103.19,2085.0,2391.24,3.0,4.0,apartment,
Weißensee,Brodenbacher Weg,92.62,1018.82,1296.68,3.5,1.0,apartment,2019.0
Rahnsdorf_Köpenick,F&uuml;rstenwalder Allee,71.0,790.0,910.0,1.5,2.0,roof_storey,1915.0
Köpenick,Salvador-Allende-Str.,60.0,579.0,719.0,2.0,1.0,apartment,1997.0
Neukölln,Delbr&uuml;ckstra&szlig;e,92.8,1484.8,1847.8,3.0,2.0,apartment,2018.0
Spandau,Wasserwerkstr.,55.86,536.26,710.77,2.0,2.0,apartment,1964.0
Mahlsdorf_Hellersdorf,Siegfriedstra&szlig;e,80.0,818.0,998.0,3.0,1.0,apartment,1935.0
Mitte,no_information,148.0,2596.3,2967.2,3.0,4.0,penthouse,2018.0
Buch_Pankow,no_information,116.0,1499.0,1799.0,3.0,2.0,roof_storey,1905.0
Mitte,Leipziger Strasse,48.0,1810.0,1960.0,2.0,21.0,,1972.0
Prenzlauer_Berg_Prenzlauer_Berg,Finnl&auml;ndische Str.,139.0,2020.0,,4.0,,roof_storey,1905.0
Mitte,no_information,210.0,4900.0,5400.0,6.0,,,2009.0
Tempelhof,Tempelhofer Damm,102.05,1174.0,,4.0,1.0,apartment,1900.0
Reinickendorf,Bieler Str.,56.0,477.83,667.16,2.0,2.0,apartment,1931.0
Köpenick,Seelenbinderstra&szlig;e,54.59,415.98,585.08,2.0,2.0,apartment,1955.0
Weißensee,Rennbahnstra&szlig;e,127.0,1905.0,2145.0,4.0,4.0,penthouse,2019.0
Friedrichshain,Friedenstra&szlig;e,43.62,610.68,741.54,1.0,3.0,apartment,
Tiergarten,Tile-Wardenberg-Stra&szlig;e,114.26,1599.64,2004.64,3.5,5.0,roof_storey,1906.0
Staaken_Spandau,Metropolitan Park,77.0,820.0,1100.0,2.5,0.0,terraced_flat,1935.0
Tegel_Reinickendorf,Bernauer Stra&szlig;e,84.55,999.0,1252.0,3.0,4.0,roof_storey,1995.0
Lichtenberg,Anton-Saefkow-Platz,81.3,850.0,1150.0,2.0,3.0,apartment,1980.0
Köpenick,Gr&uuml;nauer Str.,59.18,887.7,999.0,2.0,1.0,apartment,1919.0
Spandau,Pirmasenser Str.,57.25,463.15,694.9,2.0,1.0,apartment,1961.0
Spandau,Cautiusstr.,38.99,400.47,485.39,1.0,1.0,apartment,1955.0
Mitte,Marienstra&szlig;e,29.2,739.0,829.0,1.0,1.0,other,
Mitte,K&ouml;penicker Str.,26.0,653.0,796.0,1.0,7.0,penthouse,2014.0
Staaken_Spandau,Obstallee,39.0,273.0,453.0,1.0,1.0,apartment,1977.0
Mitte,Sophienstra&szlig;e,101.01,1919.0,2179.0,3.0,3.0,apartment,2017.0
Neukölln,Bendastr.,50.4,630.0,841.0,1.0,1.0,,1993.0
Friedrichsfelde_Lichtenberg,Alt-Friedrichsfelde,70.74,769.0,933.0,3.0,3.0,apartment,1979.0
Wilmersdorf,Westf&auml;lische Stra&szlig;e,100.79,1550.0,1675.0,3.0,1.0,apartment,1918.0
Prenzlauer_Berg_Prenzlauer_Berg,Driesener Stra&szlig;e,45.0,655.5,735.5,2.0,1.0,apartment,1900.0
Zehlendorf,Seehofstr.,97.0,1020.0,1273.0,4.5,1.0,maisonette,1993.0
Mitte,Zehdenicker Stra&szlig;e,105.0,2092.86,2378.86,4.0,5.0,maisonette,1910.0
Treptow,no_information,128.92,1700.0,1995.0,4.0,2.0,apartment,1906.0
Wilmersdorf,no_information,121.0,3000.0,3500.0,3.0,1.0,,2013.0
Tiergarten,Gotzkowskystr.,45.91,820.0,900.0,1.0,2.0,apartment,1976.0
Köpenick,Am Kietzer Feld,50.42,414.85,568.79,2.0,1.0,apartment,1960.0
Biesdorf_Marzahn,Cecilienstra&szlig;e,75.13,661.14,848.96,3.0,1.0,terraced_flat,2018.0
Schöneberg,Else-Lasker-Sch&uuml;ler-Str.,105.13,1520.0,1670.0,3.0,,,2018.0
Kreuzberg,no_information,76.0,1400.0,1575.0,2.0,1.0,apartment,1900.0
Karlshorst_Lichtenberg,Marksburgstr.,36.95,600.0,720.0,1.0,3.0,apartment,2019.0
